formatted_address,geometry,icon,id,name,opening_hours,photos,place_id,plus_code,rating,reference,types,user_ratings_total
"Shota Rustaveli St, 31а, Kyiv, Ukraine, 02000","{'location': {'lat': 50.4372615, 'lng': 30.5187893}, 'viewport': {'northeast': {'lat': 50.43861022989272, 'lng': 30.51991432989272}, 'southwest': {'lat': 50.43591057010727, 'lng': 30.51721467010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/post_office-71.png,2585550174d0a3e160659b4e1568969d12fe195f,Nova Poshta 93,{'open_now': True},"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115827349629076265294/photos"">Lina Mokhnach</a>'], 'photo_reference': 'CmRaAAAAwa6rXuKEVxU1kmEKeHVN_P10tm25ZZvm_tgHvc-Lrvy9CHBYFulpU_VFFGPTkwbZ4ZiPfMH3_qRbkaaRnulW2S7pNzlM3MMURIHPVdXGujKGPAWISQMEVrDHn6XWvjxVEhAgDvc3mL1w-nhrc-32vvQFGhTgfOpIq5GZd0msvsYc10BzbOj1fQ', 'width': 3120}]",ChIJR-qO6hHP1EARbr0jWdxOvAQ,"{'compound_code': 'CGP9+WG Kyiv, Kyiv city', 'global_code': '9G2GCGP9+WG'}",4.5,ChIJR-qO6hHP1EARbr0jWdxOvAQ,"['post_office', 'finance', 'point_of_interest', 'establishment']",8
"Ivana Fedorova St, 32, Kyiv, Ukraine, 02000","{'location': {'lat': 50.4267556, 'lng': 30.5081179}, 'viewport': {'northeast': {'lat': 50.42817047989272, 'lng': 30.50960452989272}, 'southwest': {'lat': 50.42547082010728, 'lng': 30.50690487010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,faf28ef5197099cda029cd3d60e2a3a33aae28cd,Нова Пошта №5,{'open_now': True},"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115981292658349323314/photos"">Alex M</a>'], 'photo_reference': 'CmRaAAAAno5A_wQwaxXhxeR_BHiXXQB7UmL9-LAzbkAvDDW8VwiKyn4VFbQoT92E1mdKw8UHdrpui1UEnzUwn8UFISoYxGgrf3yTK9vlYli-Nh36ECwD4_NbBH7nSGKQ_fsj618WEhCuKkNmLay50z1eCx2zlfOhGhRFQOBFjJ9nX8Hhicxfzleiej6WXw', 'width': 3000}]",ChIJi-V9Kr3P1EARe3pQOwCIo0U,"{'compound_code': 'CGG5+P6 Kyiv, Kyiv city', 'global_code': '9G2GCGG5+P6'}",3.6,ChIJi-V9Kr3P1EARe3pQOwCIo0U,"['point_of_interest', 'establishment']",224
"Київ, Московська, м. ""Арсенальна, 5/2а, Kyiv, Ukraine, 01010","{'location': {'lat': 50.4417847, 'lng': 30.5454588}, 'viewport': {'northeast': {'lat': 50.44315212989272, 'lng': 30.54681172989272}, 'southwest': {'lat': 50.44045247010727, 'lng': 30.54411207010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,be36425aeb789fa641f6ba66f3c295f76499ade7,Novaya Pochta,{'open_now': True},"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111350805648516160464/photos"">Alex N.</a>'], 'photo_reference': 'CmRaAAAAWBin2PZe0B-vw0DZ_gYYvFP1kiyW7r4Pyc9qJ8yMkv8FChjkhXcff2yhYPwBXjW4mJ2nV_F2ipyBT35SYr1_LNBDyTTsEQrODUiD9-9UxiHGSIgul1uARGbaY2050VBeEhB7zeNiXCxbf-8E26Ja_ielGhRj3_B5pLDLCMnE3xM9zZmvPLRfIg', 'width': 1836}]",ChIJAapNNK_P1EARpYXZg88RyHc,"{'compound_code': 'CGRW+P5 Kyiv, Kyiv city', 'global_code': '9G2GCGRW+P5'}",4.4,ChIJAapNNK_P1EARpYXZg88RyHc,"['point_of_interest', 'establishment']",186
"Tts Promenada Tsentr, Bahhovutivska St, 17/21, Kyiv, Ukraine, 01001","{'location': {'lat': 50.4708757, 'lng': 30.4762673}, 'viewport': {'northeast': {'lat': 50.47214407989272, 'lng': 30.47759392989272}, 'southwest': {'lat': 50.46944442010728, 'lng': 30.47489427010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,71b23ab5cff5c5a278497d213bc0249537a9426c,Nova Poshta Office #227,{'open_now': True},"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112961002558761976966/photos"">Юлия Мегедь</a>'], 'photo_reference': 'CmRaAAAAbUk9Q-xXjXP6wbmRBmVOT0lM09-Z5RPIR9Rbp4NfVeODxjbmzoPoccUDReE-clojiZa_IkYBJP1MIkDSSb8nr9JCD-C6Hgl8YrJ12mZapAc2ZWmQfultSVQ2KCOBSiZAEhAWNbdRID_f4iwfqT4h-WvHGhSVdVW70l5vn8E8exn1J2gTKxUZaw', 'width': 3000}]",ChIJ_TWpONnN1EAREIn6NluSl84,"{'compound_code': 'FFCG+9G Kyiv, Kyiv city', 'global_code': '9G2GFFCG+9G'}",4.0,ChIJ_TWpONnN1EAREIn6NluSl84,"['point_of_interest', 'establishment']",42
"Borshchahivska St, 206, Kyiv, Ukraine, 02000","{'location': {'lat': 50.44246219999999, 'lng': 30.4349734}, 'viewport': {'northeast': {'lat': 50.44371302989272, 'lng': 30.43638417989272}, 'southwest': {'lat': 50.44101337010728, 'lng': 30.43368452010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,3fdf06b3094705f889d1934f4bfba7e892a1d8bd,Нова Пошта №220,{'open_now': True},"[{'height': 3840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101888952395233986990/photos"">Алексей Романов</a>'], 'photo_reference': 'CmRaAAAA1oSGZQzfb4FqM1ujXzFatiap0gEbPxQsZL6flyW2Ba0WM7LYWzSAhH2bVSUklryAboulzvdtWKaNImJ_UGUkgFShHW09lbdYIFQXWfHqkHn1hEutuTGqaAFpX8GvUwLPEhA9REYCSrTcqM1oFc86FnoWGhSNNT7BFtQb7yqD6JUawsstf0-k5A', 'width': 2160}]",ChIJt2P5xxnM1EARBOICVr24DqE,"{'compound_code': 'CCRM+XX Kyiv, Kyiv city', 'global_code': '9G2GCCRM+XX'}",3.9,ChIJt2P5xxnM1EARBOICVr24DqE,"['point_of_interest', 'establishment']",177
"Kosmonavta Komarova Ave, 46Б, Kyiv, Ukraine, 03065","{'location': {'lat': 50.435066, 'lng': 30.4058522}, 'viewport': {'northeast': {'lat': 50.43638467989273, 'lng': 30.40722242989272}, 'southwest': {'lat': 50.43368502010728, 'lng': 30.40452277010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,b94ac3c2f39a2c495c9cf8f86a214ca94ae37630,Nova Poshta,{'open_now': True},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113042964337182846185/photos"">Yuliia Kovmir</a>'], 'photo_reference': 'CmRaAAAAiBZp9qSQB216yBf0L3zHFr3-fCFefAfkNhlT-GiJe_HgR_UQaYvPQnevxibnzEdkIaxUWgZWiDal58_HJWzNkWUTu15NG4a2DDq-ZeR1Sx09_hY0f9iiUoPjftiJ_hr_EhARFvOkwP0ZAFOG38B443WRGhTnDH_reX2NFDUiuxkQ2x3rf8ATSA', 'width': 3024}]",ChIJIRqYQ4vL1EARv7wn71q5qaE,"{'compound_code': 'CCP4+28 Kyiv, Kyiv city', 'global_code': '9G2GCCP4+28'}",4.4,ChIJIRqYQ4vL1EARv7wn71q5qaE,"['point_of_interest', 'establishment']",59
"Dilova St, 5а, Kyiv, Ukraine, 03150","{'location': {'lat': 50.4291925, 'lng': 30.5182305}, 'viewport': {'northeast': {'lat': 50.43090932989272, 'lng': 30.51956747989272}, 'southwest': {'lat': 50.42820967010728, 'lng': 30.51686782010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,65c7b5f1cc30b2486a542340d0af05f863e4e168,Новая Почта. Киев Склад ЭКТА СЕРВИС. Закрытого типа (№268),{'open_now': False},,ChIJldkNVRzP1EAR2LEaZy5M4Y4,"{'compound_code': 'CGH9+M7 Kyiv, Kyiv city', 'global_code': '9G2GCGH9+M7'}",1.0,ChIJldkNVRzP1EAR2LEaZy5M4Y4,"['point_of_interest', 'establishment']",2
"Kyiv, Ukraine, 02000","{'location': {'lat': 50.4877465, 'lng': 30.4943097}, 'viewport': {'northeast': {'lat': 50.48909462989273, 'lng': 30.49533792989272}, 'southwest': {'lat': 50.48639497010728, 'lng': 30.49263827010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,1304fe6dfd0f28a7a1fccb74cb54c9c8b6c7fbd5,Nova Poshta Office #165,{'open_now': True},"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108381289205696407257/photos"">Артем Кравчук</a>'], 'photo_reference': 'CmRaAAAA3ksfWs2YiA3PGsUSntFzp64C69o2HTJ16h5McbsTowADH37eJsbtFqzkoPn5SsOPyOUPg3W3dW7Wo5hjDuKnOtK6QF1XiKhnTDTxV0rCFlEENc-ZBXT-iGhk-mIRZASTEhCiNVwZT8JBTKY-lxXNcdXkGhT0TZtVfbKckDPbicHhI-DuDX1UGg', 'width': 4000}]",ChIJSfsZgfvN1EARVfQCK0mVqGQ,"{'compound_code': 'FFQV+3P Kyiv, Kyiv city', 'global_code': '9G2GFFQV+3P'}",4.2,ChIJSfsZgfvN1EARVfQCK0mVqGQ,"['point_of_interest', 'establishment']",26
"Oleny Telihy St, 31/1, Kyiv, Ukraine, 01001","{'location': {'lat': 50.47703569999999, 'lng': 30.4493058}, 'viewport': {'northeast': {'lat': 50.47834547989272, 'lng': 30.45072207989272}, 'southwest': {'lat': 50.47564582010727, 'lng': 30.44802242010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,9f623b98ef748746607fe4d10e73cdb403314ff4,Nova Poshta. Office #36,{'open_now': True},"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105192142553905727803/photos"">A Google User</a>'], 'photo_reference': 'CmRZAAAAtHpP8bbKbufx6FTMZRViGomAQrLvlJJYVaB6tLQYtMVVkyaNlrBQwuRwV_s7XVJG_UH99Hf14rQIr6IDbnoKJcr7ADyzvvNfVim9GHl2Eg2okT_XWAJeIy88w3P2G9MsEhDbgr5uT8duM19jn1eXvhUgGhR1jSSn4NUaMXDQOYeO3KY1fzGW8A', 'width': 1920}]",ChIJXwMBXLjN1EARl21RaGGh9B0,"{'compound_code': 'FCGX+RP Kyiv, Kyiv city', 'global_code': '9G2GFCGX+RP'}",4.2,ChIJXwMBXLjN1EARl21RaGGh9B0,"['point_of_interest', 'establishment']",766
"Vidradnyi Ave, 6/1, Kyiv, Ukraine, 01001","{'location': {'lat': 50.4332447, 'lng': 30.4327002}, 'viewport': {'northeast': {'lat': 50.43453357989272, 'lng': 30.43428087989272}, 'southwest': {'lat': 50.43183392010728, 'lng': 30.43158122010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,0952b6530f283f2da621313e18f460f9f43bd87c,Нова Пошта Відділення № 203,{'open_now': True},"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116531455779220840889/photos"">Alexander Shumenko</a>'], 'photo_reference': 'CmRaAAAAo6Xf7qc-kK3SX9lRH5lQ9gvCeN2KWcGBEQpApz_kovCLHzXTrEEOxE7a9C13xnHoKq384Q2ab9AY2otSzdCbuuYNmr0ZUSBSNtick-bMK-42-fvJV-z2102UmV-ljnauEhDqvXTOCYwOJk7Iwa5FBH_wGhRoCpPq_Li0c5V9knDSPV0pwXV2Kw', 'width': 1920}]",ChIJ0y9HOgPM1EAR7jgkYhmLods,"{'compound_code': 'CCMM+73 Kyiv, Kyiv city', 'global_code': '9G2GCCMM+73'}",4.3,ChIJ0y9HOgPM1EAR7jgkYhmLods,"['point_of_interest', 'establishment']",651
"вулиця Героїв Севастополя, Відрадний проспект, 23а, Kyiv, Ukraine, 03061","{'location': {'lat': 50.4376855, 'lng': 30.421346}, 'viewport': {'northeast': {'lat': 50.43903027989272, 'lng': 30.42268092989272}, 'southwest': {'lat': 50.43633062010728, 'lng': 30.41998127010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,7bd70dbcf522d777a5200bbdd81194d0c36a2041,Нова Пошта №40,{'open_now': True},"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111269015178867580941/photos"">Юрий Марковский</a>'], 'photo_reference': 'CmRaAAAA1BKcyXqkLwqDMQkeQClUJ55d-vslH5jU3D7giPgnF27gSPx_x8K2oFEPQD9wzF7HlH8PgUtz08nrxIUU5OgZogk6MmUsJzmGU0J9Ky1Ku74PCalQ0_xdkpOISF5lp9mDEhBC-cjQO4aeU-9Kci1tQQtuGhRf68gc2FQfYjcsW8er3ziGSnaFBg', 'width': 4608}]",ChIJBRudAhDM1EAR5Lhf0PeTBg8,"{'compound_code': 'CCQC+3G Kyiv, Kyiv city', 'global_code': '9G2GCCQC+3G'}",4.2,ChIJBRudAhDM1EAR5Lhf0PeTBg8,"['point_of_interest', 'establishment']",329
"Syretska St, 9, Kyiv, Ukraine, 01001","{'location': {'lat': 50.4931097, 'lng': 30.4645616}, 'viewport': {'northeast': {'lat': 50.49457807989271, 'lng': 30.46608537989272}, 'southwest': {'lat': 50.49187842010727, 'lng': 30.46338572010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,6e2c6f8fd91557bfc5e560f63be8e30e60e8ad8b,Nova Poshta Office #66,{'open_now': True},"[{'height': 2112, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118412728861031146445/photos"">Вячесчлав Ковальчук</a>'], 'photo_reference': 'CmRaAAAAG1_k9HjT0NM4EOC-6_hAs0QMDkQecQXcdzfHS6tMdn_3XbPrFCJwmNeMhflPFOfw8VFWF7VKdfyJLjkyW8qsW-yHWjO5U_t_Wi-2T5LBWUC7w5KWFxtgdlYlJQtfM6W3EhDpGSAf_FVeCwFQBhhsAlu3GhQ6BDQfmBKoUuPlmb2n_8EAVa_GMg', 'width': 2816}]",ChIJ1xqghI3N1EARX1h1EpMzgjc,"{'compound_code': 'FFV7+6R Kyiv, Kyiv city', 'global_code': '9G2GFFV7+6R'}",4.3,ChIJ1xqghI3N1EARX1h1EpMzgjc,"['point_of_interest', 'establishment']",447
"Rusanivs'kyi Blvd, 4, Kyiv, Ukraine, 02154","{'location': {'lat': 50.4380119, 'lng': 30.593742}, 'viewport': {'northeast': {'lat': 50.43947812989272, 'lng': 30.59507317989273}, 'southwest': {'lat': 50.43677847010728, 'lng': 30.59237352010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,add0aafc65f95f4000553f1411c6be097dee8e84,Nova Poshta,{'open_now': True},"[{'height': 2120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104374698812616793459/photos"">Dmytro Osypa</a>'], 'photo_reference': 'CmRaAAAAQ__QTpbmcQDm68bMqb7PsZ5_ap1R46WzBEnQXWTSahJrpQV0Z9_t4BOXyZEY7xI4JpzmqVJs-zxZkzR1-I0ps_SKhprMvs3xYfBx7vwxS0FO9XpjW4F_7OBylYOTC5ugEhCdLirsQIT0xIc1Q_b5HXeYGhQD2k_Gc1rpWHm_Y0sf3GPeBhR3uA', 'width': 3021}]",ChIJm54wS4nP1EARZLlObvMKMJM,"{'compound_code': 'CHQV+6F Kyiv, Kyiv city', 'global_code': '9G2GCHQV+6F'}",4.5,ChIJm54wS4nP1EARZLlObvMKMJM,"['point_of_interest', 'establishment']",432
"Tarasa Shevchenko Blvd, 46а, Kyiv, Ukraine, 01001","{'location': {'lat': 50.44606530000001, 'lng': 30.4994345}, 'viewport': {'northeast': {'lat': 50.44728357989272, 'lng': 30.50073157989273}, 'southwest': {'lat': 50.44458392010728, 'lng': 30.49803192010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,9551125792712de3b325b99581f63e02394ec1c5,Нова Пошта №94,{'open_now': True},"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117617683836969567736/photos"">Микола Українець</a>'], 'photo_reference': 'CmRaAAAAK9K41XB3TKoGr7EyzzAVCBfp40HNSzD0QjmIPsGiLvUk02a4lfJ-QVSGDw3Nmz-HRNamUiqdDSxyRA8kX8Pvq3q6vr0jqUxLUmaUhrJLCKYm5lcpA83ktpnP0uGmIkd_EhADj8MFKv-B_bWl961H2Bj-GhTwq-MdFnAnkKmVeIc6MorCl67_cA', 'width': 4032}]",ChIJ70udVPTO1EARkWaAZSeXowI,"{'compound_code': 'CFWX+CQ Kyiv, Kyiv city', 'global_code': '9G2GCFWX+CQ'}",4.1,ChIJ70udVPTO1EARkWaAZSeXowI,"['point_of_interest', 'establishment']",254
"Viacheslava Chornovola St, 54а, Kyiv, Ukraine, 08132","{'location': {'lat': 50.392255, 'lng': 30.4200669}, 'viewport': {'northeast': {'lat': 50.39365922989272, 'lng': 30.42125062989272}, 'southwest': {'lat': 50.39095957010727, 'lng': 30.41855097010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,cd31c767834a3b7ea45fb706c52d0e74673df798,"Nova Poshta, Viddilennya 9 M. Kyyiv",{'open_now': True},"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105783223591238857304/photos"">Игорь Иванов</a>'], 'photo_reference': 'CmRaAAAA2jXSmJqZiRGq36_LNlePf7tM74IhQuz_8PT7tE7m4WSXT8-KyHL8o9_b2Mkztw0ny78Y7cyC_sL9ZgnsVfMWo0fJZmBjfdcZvQe0H3jjaKF_FtMk979fTqKZjlB45C6JEhD4sD5UoHcxA6JzXSi9KwuMGhR8rytILhLSBbORaINHk2Uzhz-erQ', 'width': 4608}]",ChIJnXauE7jJ1EARn0o0z8lg8uI,"{'compound_code': '9CRC+W2 Vyshneve, Kyiv Oblast', 'global_code': '9G2G9CRC+W2'}",4.2,ChIJnXauE7jJ1EARn0o0z8lg8uI,"['point_of_interest', 'establishment']",78
"Akademika Zabolotnoho St, 48а, Kyiv, Ukraine, 03187","{'location': {'lat': 50.36404659999999, 'lng': 30.4648437}, 'viewport': {'northeast': {'lat': 50.36533202989271, 'lng': 30.46663812989272}, 'southwest': {'lat': 50.36263237010727, 'lng': 30.46393847010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,ff7d2d5fc4ada84eecfe723be5b678d1936f3a7c,Nova Poshta,{'open_now': True},"[{'height': 4192, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100872552063738954999/photos"">Артём Смольников</a>'], 'photo_reference': 'CmRaAAAAfVobG2eCSlPQqNcG-f4j6xmvbbu7FpHAVxmLyR8vV-h2DNGlJOzmyQbn36UrQC0ufbfBDj1_f91s_VdsccTsVDpcsDII2FjK7N3LAdP7Yl7p0kh9zzPhWjTQrpgbZkh6EhDkY1zUQOZ-xWfag8_r-PP5GhRlakE4DCa9-Zweq-DQt6ZpClqSsA', 'width': 3104}]",ChIJY5t4zF7I1EAR9qxluSF6tnY,"{'compound_code': '9F77+JW Kyiv, Kyiv city', 'global_code': '9G2G9F77+JW'}",4.3,ChIJY5t4zF7I1EAR9qxluSF6tnY,"['point_of_interest', 'establishment']",408
"Raiduzhna St, 25А, Kyiv, Ukraine, 02218","{'location': {'lat': 50.48375799999999, 'lng': 30.58756199999999}, 'viewport': {'northeast': {'lat': 50.48525267989272, 'lng': 30.58905242989272}, 'southwest': {'lat': 50.48255302010728, 'lng': 30.58635277010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,29c6533f41afdff4ed810a40d0b40e76a6bbd0e3,Nova Poshta Office #19,{'open_now': True},"[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104925244705248493284/photos"">Игорь Бурима</a>'], 'photo_reference': 'CmRaAAAAe3Dcjt8qM4ifijt2RfEtQTBrI2SQ0oc6izkKvdEQLrOCI6o4KfUc3j_8kpGGRUcYGAvU3GMamoEdrB5VjxC1QxJlJtNHFWX_imhpJg1Mmwa5kv0IozAoJHMX9iRd3HrNEhDJutKYJ8fCus2rgzOIDViLGhSEl9k8mhHX7cy6NTFXItUswBcOYA', 'width': 5312}]",ChIJh8r8pzHQ1EARSWyETGXJUEA,"{'compound_code': 'FHMQ+G2 Kyiv, Kyiv city', 'global_code': '9G2GFHMQ+G2'}",4.1,ChIJh8r8pzHQ1EARSWyETGXJUEA,"['point_of_interest', 'establishment']",771
"Volodymyra Mayakovs'koho Ave, 15, Kyiv, Ukraine, 02000","{'location': {'lat': 50.50202609999999, 'lng': 30.5910748}, 'viewport': {'northeast': {'lat': 50.50325252989271, 'lng': 30.59252782989272}, 'southwest': {'lat': 50.50055287010727, 'lng': 30.58982817010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,7ad612c162c7d0463167bc84d9f06ee8253231d0,Nova Poshta Office #201,{'open_now': True},"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106922651415896534657/photos"">Barry Bush</a>'], 'photo_reference': 'CmRaAAAAMPAbG3Z5r0lCVkt_IiW8cMZ-wQM20qt4-vPG_FjG0jAixPQJJGWuyHahsOKWfpGHwTNwT4Ba5g6APIAHukfEY1Q5MQc6biDIjvzlDsTONb3NMRWDx-nYKGAHMU9bjOSMEhCm6XtwEIALhcbsrNwmHD0MGhQxXzgPpvz9svL752OYwBCT9LrkrQ', 'width': 6000}]",ChIJP2J4BrLR1EARVmFKLwkIdK8,"{'compound_code': 'GH2R+RC Kyiv, Kyiv city', 'global_code': '9G2GGH2R+RC'}",4.3,ChIJP2J4BrLR1EARVmFKLwkIdK8,"['point_of_interest', 'establishment']",327
"Mykoly Lavrukhina St, 3, Kyiv, Ukraine, 02000","{'location': {'lat': 50.5157582, 'lng': 30.600444}, 'viewport': {'northeast': {'lat': 50.51724712989272, 'lng': 30.60194042989272}, 'southwest': {'lat': 50.51454747010727, 'lng': 30.59924077010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,3ac4e5e971d3c2f107ea5fa501400730e3f5f093,Nova Poshta #69,{'open_now': True},"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102869621057000466950/photos"">Інна Інченко</a>'], 'photo_reference': 'CmRaAAAAYvgCu8S7QZC8KzRQBa7GA8OZpoIyyOo0iWLmfgb3HnM4puDwgAm-dIso-9VT5z9vAIy0MMWDqJbjht5U6eDXWcqzB2GmIVfgjtCYjFc-hh4owsCrLNx7LIZfsMfJMLHbEhAIGV6uCpbZj33fQDuOBItnGhReJfIwZgk3gkSNk6TwJtNH2oxQMg', 'width': 4608}]",ChIJr7o7qAjR1EARBCkUyLOwU88,"{'compound_code': 'GJ82+85 Kyiv, Kyiv city', 'global_code': '9G2GGJ82+85'}",3.9,ChIJr7o7qAjR1EARBCkUyLOwU88,"['point_of_interest', 'establishment']",233
"маг.""Фуршет, Petra Vershyhory St, 1, Kyiv, Ukraine, 01001","{'location': {'lat': 50.4933339, 'lng': 30.5765286}, 'viewport': {'northeast': {'lat': 50.49469117989272, 'lng': 30.57802337989272}, 'southwest': {'lat': 50.49199152010728, 'lng': 30.57532372010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,c7426b8ea1b077637604da86bdcc5a77628910b2,Nova Poshta Office #195,{'open_now': True},"[{'height': 1000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100877961263941832319/photos"">Новая Почта. Отделение №195. Киев</a>'], 'photo_reference': 'CmRaAAAAqyMgAarZuoaHXs3kpJwMwz1HRzdeA8o4yFhOBEboqcvlwkUX09_AH6Z1O00kO1tdUm2JHszQ5utnGji5GvEwPmldZfuI54u6evcQQqYZE6WZJx17CE_2JGwahI32VW5zEhCmECJmbzVlaNrnFYKNvif5GhTAjkLEumoEUhU4oJEtVLaxWJ93iA', 'width': 1000}]",ChIJNQcxt8nR1EARqj8llQ15T-o,"{'compound_code': 'FHVG+8J Kyiv, Kyiv city', 'global_code': '9G2GFHVG+8J'}",4.3,ChIJNQcxt8nR1EARqj8llQ15T-o,"['point_of_interest', 'establishment']",33
"маг. ""Фуршет, Raiduzhna St, 15, Kyiv, Ukraine, 02218","{'location': {'lat': 50.4866342, 'lng': 30.5851212}, 'viewport': {'northeast': {'lat': 50.48794567989272, 'lng': 30.58616822989272}, 'southwest': {'lat': 50.48524602010727, 'lng': 30.58346857010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,d7c9752b87fcd989aa3909f77a004715649a78d1,Nova Poshta Office #103,{'open_now': True},"[{'height': 1000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113695796755312498683/photos"">Нова Пошта. Відділення №103. Київ</a>'], 'photo_reference': 'CmRaAAAAcHQ3SxtjBBa_Na07iCZ_By94N2CUKpz09F1Ko_a7rA9pspAflRkt84JqVeRoDE4zsaUF9_7cRyL9MG0HLP7E6MqS2Y6_Y_l8qIElsuoZH0q5JpyyrsoEiDZ8EDhiHvRyEhAL_ZPFm8OoX9jqv5W1dFy8GhTjW5hVkjvku7cebWjc0qNkBSlRmA', 'width': 1000}]",ChIJ7USdYTPQ1EARhvgUAn6-mMM,"{'compound_code': 'FHPP+M2 Kyiv, Kyiv city', 'global_code': '9G2GFHPP+M2'}",4.0,ChIJ7USdYTPQ1EARhvgUAn6-mMM,"['point_of_interest', 'establishment']",45
"Mykoly Zakrevs'koho St, 18, Kyiv, Ukraine, 01001","{'location': {'lat': 50.5028083, 'lng': 30.6149291}, 'viewport': {'northeast': {'lat': 50.50427682989272, 'lng': 30.61754539999999}, 'southwest': {'lat': 50.50157717010728, 'lng': 30.614057}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,63c128d0932febdd1ded403c701748d854a0d1e4,Novaya Pochta,{'open_now': True},"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100145049629650613061/photos"">Дмитрий Я</a>'], 'photo_reference': 'CmRaAAAAyWEQwbMOM1JUv4XwhGfHgO6r9xoLuG3acnPX6DbMurp8tyLJ4ogHqEcijIPeK65IZzaSnsZt3fBwVmrvliu3s3SIu4M0jYHQ0CD6Ki0nz-rT_VEZutZxL0JRTbi7fmOTEhBA_vKwEM9kck8ecT7zpC1uGhRk02zVq8scSVmlhRPsaiAFHp13Cw', 'width': 1280}]",ChIJk4LV7lbQ1EARZ_l9OFj8e_8,"{'compound_code': 'GJ37+4X Kyiv, Kyiv city', 'global_code': '9G2GGJ37+4X'}",4.1,ChIJk4LV7lbQ1EARZ_l9OFj8e_8,"['point_of_interest', 'establishment']",511
